id,region,sexo,tramo_etario,ganancia_final,lugar_trabajo,financiamiento_inicial,rama_economica,motivacion,informalidad,tramos_ganancias
179,Arica y Parinacota,Mujer,Adulto Medio,7.33333333333333,En el propio hogar,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
180,Maule,Hombre,Adulto Medio,550000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
181,Metropolitana,Hombre,45 a 59 años,1000000.0,En el propio hogar,Recursos Propios,Minería,Complementar ingreso familiar,Informal,Entre $700.000 y $1.500.000
182,Magallanes,Mujer,Adulto Medio,-50000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Menos de $350.000
183,Metropolitana,Mujer,Adulto Medio,1100000.0,En el propio hogar,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
184,Metropolitana,Mujer,60 años o más,400000.0,A domicilio,Recursos Propios,Construcción,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
185,Metropolitana,Mujer,30 a 44 años,150000.0,Instalación Independiente,Recursos Propios,Minería,Complementar ingreso familiar,Formal,Menos de $350.000
186,Metropolitana,Hombre,60 años o más,400000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
187,Metropolitana,Hombre,60 años o más,350000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Informal,Menos de $350.000
188,Metropolitana,Mujer,30 a 44 años,30000.0,Instalación Independiente,Recursos Propios,Minería,Complementar ingreso familiar,Formal,Menos de $350.000
189,Metropolitana,Hombre,Adulto Medio,60000.0,Instalación Independiente,Recursos Propios,Minería,Complementar ingreso familiar,Formal,Menos de $350.000
190,Coquimbo,Mujer,60 años o más,0.0,Instalación Independiente,Recursos Propios,Otros sectores,Otras razones,Informal,Menos de $350.000
191,Magallanes,Hombre,Adulto Medio,100000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Menos de $350.000
192,Metropolitana,Hombre,Adulto Medio,250000.0,Instalación Independiente,Recursos Propios,Minería,Complementar ingreso familiar,Formal,Menos de $350.000
193,Biobío,Hombre,Adulto Medio,1400000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Informal,Entre $700.000 y $1.500.000
194,Metropolitana,Hombre,15 a 29 años,600000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
195,Ñuble,Hombre,Adulto Medio,400000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
196,Metropolitana,Hombre,Adulto Medio,1500000.0,En el propio hogar,Recursos Propios,Construcción,Oportunidad de negocio,Informal,Entre $700.000 y $1.500.000
197,Coquimbo,Mujer,Adulto Medio,30000.0,A domicilio,Préstamo familiar,Minería,Complementar ingreso familiar,Formal,Menos de $350.000
198,Metropolitana,Mujer,60 años o más,350000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
199,Metropolitana,Mujer,Adulto Medio,25000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Menos de $350.000
200,Atacama,Mujer,Adulto Medio,144000.0,A domicilio,Recursos Propios,Construcción,Oportunidad de negocio,Formal,Menos de $350.000
201,Biobío,Mujer,60 años o más,380000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
202,Metropolitana,Hombre,Adulto Medio,1000000.0,A domicilio,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Entre $700.000 y $1.500.000
203,Atacama,Hombre,Adulto Medio,600000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
204,Metropolitana,Hombre,45 a 59 años,250000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Menos de $350.000
205,Metropolitana,Mujer,60 años o más,1400000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Informal,Entre $700.000 y $1.500.000
206,Coquimbo,Mujer,Adulto Medio,0.0,Instalación Independiente,Recursos Propios,Otros sectores,Otras razones,Formal,Menos de $350.000
207,Aysén,Mujer,60 años o más,400000.0,A domicilio,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
208,Metropolitana,Hombre,Adulto Medio,650000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
209,Los Lagos,Hombre,15 a 29 años,0.0,Instalación Independiente,Recursos Propios,Otros sectores,Otras razones,Formal,Menos de $350.000
210,Metropolitana,Hombre,30 a 44 años,1000000.0,En el propio hogar,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
211,Metropolitana,Hombre,60 años o más,400000.0,Instalación Independiente,Ahorros propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
212,Metropolitana,Mujer,Adulto Medio,1000000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
213,Maule,Hombre,Adulto Medio,170000.0,Instalación Independiente,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Menos de $350.000
214,Maule,Mujer,Adulto Medio,0.0,Instalación Independiente,Recursos Propios,Minería,Complementar ingreso familiar,Informal,Menos de $350.000
215,O'Higgins,Hombre,45 a 59 años,100000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Menos de $350.000
216,O'Higgins,Mujer,30 a 44 años,450000.0,En el propio hogar,Recursos Propios,Minería,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
217,Maule,Hombre,30 a 44 años,400000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
218,Metropolitana,Hombre,Adulto Medio,250000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Menos de $350.000
219,Valparaíso,Hombre,Adulto Medio,500000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
220,Valparaíso,Hombre,60 años o más,600000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
221,Valparaíso,Mujer,Adulto Medio,600000.0,A domicilio,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
222,Metropolitana,Mujer,45 a 59 años,200000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
223,Los Ríos,Mujer,45 a 59 años,84000.0,En la vía pública,Ahorros propios,Agricultura y Pesca,Oportunidad de negocio,Informal,Menos de $350.000
224,Biobío,Mujer,60 años o más,400000.0,Instalación Independiente,Préstamo bancario,Electricidad y Gas,Oportunidad de negocio,Formal,Entre $350.000 y $700.000
225,Valparaíso,Mujer,60 años o más,30000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Menos de $350.000
226,Valparaíso,Hombre,Adulto Medio,700000.0,Instalación Independiente,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
227,La Araucanía,Hombre,Adulto Medio,50000.0,Local u oficina comercial,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
228,La Araucanía,Hombre,Adulto Medio,16000.0,En la vía pública,Ahorros propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Menos de $350.000
229,Maule,Mujer,Adulto Medio,300000.0,Instalación Independiente,Recursos Propios,Minería,Complementar ingreso familiar,Informal,Menos de $350.000
230,Biobío,Hombre,30 a 44 años,0.0,Instalación Independiente,Recursos Propios,Otros sectores,Otras razones,Formal,Menos de $350.000
231,Aysén,Mujer,45 a 59 años,100000.0,Instalación Independiente,Ahorros propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
232,Aysén,Hombre,45 a 59 años,400000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
233,O'Higgins,Hombre,Adulto Medio,779000.0,A domicilio,Recursos Propios,Minería,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
234,Valparaíso,Hombre,30 a 44 años,400000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
235,Antofagasta,Hombre,30 a 44 años,420000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
236,O'Higgins,Hombre,Adulto Medio,2000000.0,En el propio hogar,Préstamo familiar,Electricidad y Gas,Complementar ingreso familiar,Formal,Más de $1.500.000
237,La Araucanía,Mujer,30 a 44 años,100000.0,A domicilio,Recursos Propios,Minería,Complementar ingreso familiar,Formal,Menos de $350.000
238,Ñuble,Hombre,30 a 44 años,400000.0,En la vía pública,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
239,Ñuble,Hombre,Adulto Medio,350000.0,En el propio hogar,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
240,Ñuble,Mujer,Adulto Medio,200000.0,A domicilio,Recursos Propios,Electricidad y Gas,Oportunidad de negocio,Formal,Menos de $350.000
241,Coquimbo,Mujer,Adulto Medio,0.0,Instalación Independiente,Recursos Propios,Otros sectores,Otras razones,Informal,Menos de $350.000
242,Coquimbo,Hombre,Adulto Medio,0.0,Instalación Independiente,Recursos Propios,Otros sectores,Otras razones,Formal,Menos de $350.000
243,Los Lagos,Hombre,Adulto Medio,500000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
244,La Araucanía,Mujer,Adulto Medio,30000.0,En la vía pública,Recursos Propios,Agricultura y Pesca,Oportunidad de negocio,Informal,Menos de $350.000
245,Metropolitana,Hombre,60 años o más,600000.0,En el propio hogar,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
246,Los Lagos,Hombre,Adulto Medio,400000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
247,Valparaíso,Mujer,Adulto Medio,500000.0,Instalación Independiente,Préstamo bancario,Minería,Oportunidad de negocio,Informal,Entre $350.000 y $700.000
248,Coquimbo,Hombre,Adulto Medio,300000.0,En el propio hogar,Recursos Propios,Minería,Complementar ingreso familiar,Formal,Menos de $350.000
249,Coquimbo,Mujer,30 a 44 años,250000.0,A domicilio,Recursos Propios,Minería,Complementar ingreso familiar,Formal,Menos de $350.000
250,Magallanes,Mujer,30 a 44 años,5500000.0,A domicilio,Recursos Propios,Minería,Oportunidad de negocio,Informal,Más de $1.500.000
251,Metropolitana,Mujer,60 años o más,250000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
252,Valparaíso,Mujer,Adulto Medio,300000.0,En el propio hogar,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
253,Tarapacá,Hombre,Adulto Medio,150000.0,A domicilio,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Menos de $350.000
254,Tarapacá,Hombre,60 años o más,1000000.0,A domicilio,Recursos Propios,Construcción,Oportunidad de negocio,Formal,Entre $700.000 y $1.500.000
255,Biobío,Hombre,Adulto Medio,275000.0,En la vía pública,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Menos de $350.000
256,Tarapacá,Mujer,45 a 59 años,2000000.0,En el propio hogar,Recursos Propios,Construcción,Complementar ingreso familiar,Informal,Más de $1.500.000
257,Los Ríos,Mujer,60 años o más,700000.0,A domicilio,Ahorros propios,Minería,Oportunidad de negocio,Formal,Entre $350.000 y $700.000
258,Ñuble,Hombre,Adulto Medio,50000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Menos de $350.000
259,Atacama,Mujer,Adulto Medio,25000.0,A domicilio,Préstamo familiar,Electricidad y Gas,Oportunidad de negocio,Informal,Menos de $350.000
260,Atacama,Hombre,45 a 59 años,800000.0,A domicilio,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
261,La Araucanía,Hombre,Adulto Medio,12500.0,Instalación Independiente,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Menos de $350.000
262,Atacama,Hombre,60 años o más,1600000.0,Instalación Independiente,Fondos estatales (Sercotec/Corfo),Manufactura,Complementar ingreso familiar,Informal,Más de $1.500.000
263,Atacama,Mujer,45 a 59 años,60000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
264,Metropolitana,Hombre,45 a 59 años,1500000.0,En el propio hogar,Recursos Propios,Manufactura,Oportunidad de negocio,Formal,Entre $700.000 y $1.500.000
265,Biobío,Mujer,60 años o más,170000.0,A domicilio,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Menos de $350.000
266,O'Higgins,Mujer,Adulto Medio,6000.0,A domicilio,Recursos Propios,Minería,Oportunidad de negocio,Formal,Menos de $350.000
267,Arica y Parinacota,Hombre,45 a 59 años,200000.0,Instalación Independiente,Recursos Propios,Construcción,Oportunidad de negocio,Formal,Menos de $350.000
268,Maule,Hombre,Adulto Medio,200000.0,En la vía pública,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Informal,Menos de $350.000
269,Valparaíso,Hombre,60 años o más,400000.0,A domicilio,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
270,Maule,Mujer,30 a 44 años,85000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Menos de $350.000
271,Maule,Hombre,45 a 59 años,500000.0,Local u oficina comercial,Recursos Propios,Construcción,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
272,Los Ríos,Hombre,Adulto Medio,450000.0,A domicilio,Recursos Propios,Electricidad y Gas,Oportunidad de negocio,Formal,Entre $350.000 y $700.000
273,Los Ríos,Hombre,Adulto Medio,500000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
274,Valparaíso,Mujer,15 a 29 años,60000.0,Instalación Independiente,Recursos Propios,Minería,Complementar ingreso familiar,Informal,Menos de $350.000
275,Antofagasta,Hombre,45 a 59 años,2500000.0,En el propio hogar,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Más de $1.500.000
276,Metropolitana,Hombre,Adulto Medio,250000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
277,Antofagasta,Mujer,60 años o más,100000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Informal,Menos de $350.000
278,Antofagasta,Mujer,45 a 59 años,200000.0,Instalación Independiente,Recursos Propios,Minería,Oportunidad de negocio,Formal,Menos de $350.000
279,Biobío,Mujer,Adulto Medio,300000.0,A domicilio,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Menos de $350.000
280,La Araucanía,Hombre,Adulto Medio,160000.0,En la vía pública,Ahorros propios,Agricultura y Pesca,Complementar ingreso familiar,Informal,Menos de $350.000
281,La Araucanía,Mujer,Adulto Medio,291666.666666667,En la vía pública,Ahorros propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
282,La Araucanía,Hombre,Adulto Medio,500000.0,A domicilio,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
283,Valparaíso,Hombre,30 a 44 años,500000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
284,Coquimbo,Hombre,30 a 44 años,-490000.0,A domicilio,Recursos Propios,Minería,Complementar ingreso familiar,Formal,Menos de $350.000
285,Atacama,Mujer,60 años o más,0.0,Instalación Independiente,Recursos Propios,Otros sectores,Otras razones,Formal,Menos de $350.000
286,Magallanes,Mujer,Adulto Medio,20000.0,Instalación Independiente,Préstamo familiar,Electricidad y Gas,Complementar ingreso familiar,Informal,Menos de $350.000
287,Biobío,Hombre,Adulto Medio,400000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
288,Metropolitana,Hombre,60 años o más,2500000.0,Instalación Independiente,Recursos Propios,Minería,Complementar ingreso familiar,Formal,Más de $1.500.000
